Data,Ano,Mês,Dia da Semana,Dia,Qt_almoco,Qt_jantar
2019-09-17,2019,9,Terça-feira,17,991,651
2019-09-18,2019,9,Quarta-feira,18,927,655
2019-09-19,2019,9,Quinta-Feira,19,956,650
2019-09-20,2019,9,Sexta-feira,20,752,384
2019-09-23,2019,9,Segunda-feira,23,817,598
2019-09-24,2019,9,Terça-feira,24,970,615
2019-09-25,2019,9,Quarta-feira,25,966,607
2019-09-26,2019,9,Quinta-Feira,26,845,547
2019-09-27,2019,9,Sexta-feira,27,717,357
2019-09-30,2019,9,Segunda-feira,30,814,563
2019-10-01,2019,10,Terça-feira,1,910,629
2019-10-02,2019,10,Quarta-feira,2,919,581
2019-10-03,2019,10,Quinta-Feira,3,839,554
2019-10-04,2019,10,Sexta-feira,4,684,324
2019-10-07,2019,10,Segunda-feira,7,774,530
2019-10-08,2019,10,Terça-feira,8,924,579
2019-10-09,2019,10,Quarta-feira,9,849,585
2019-10-10,2019,10,Quinta-Feira,10,812,534
2019-10-11,2019,10,Sexta-feira,11,698,353
2019-10-14,2019,10,Segunda-feira,14,0,0
2019-10-15,2019,10,Terça-feira,15,821,616
2019-10-16,2019,10,Quarta-feira,16,907,611
2019-10-17,2019,10,Quinta-Feira,17,842,553
2019-10-18,2019,10,Sexta-feira,18,678,365
2019-10-21,2019,10,Segunda-feira,21,775,582
2019-10-22,2019,10,Terça-feira,22,908,639
2019-10-23,2019,10,Quarta-feira,23,908,599
2019-10-24,2019,10,Quinta-Feira,24,803,501
2019-10-25,2019,10,Sexta-feira,25,589,298
2019-10-29,2019,10,Terça-feira,29,836,550
2019-10-30,2019,10,Quarta-feira,30,866,567
2019-10-31,2019,10,Quinta-Feira,31,782,539
2019-11-01,2019,11,Sexta-feira,1,640,333
2019-11-04,2019,11,Segunda-feira,4,798,533
2019-11-05,2019,11,Terça-feira,5,915,562
2019-11-06,2019,11,Quarta-feira,6,852,581
2019-11-07,2019,11,Quinta-Feira,7,809,485
2019-11-08,2019,11,Sexta-feira,8,677,329
2019-11-11,2019,11,Segunda-feira,11,743,526
2019-11-12,2019,11,Terça-feira,12,865,599
2019-11-13,2019,11,Quarta-feira,13,871,583
2019-11-14,2019,11,Quinta-Feira,14,717,398
2019-11-18,2019,11,Segunda-feira,18,745,519
2019-11-19,2019,11,Terça-feira,19,873,545
2019-11-20,2019,11,Quarta-feira,20,819,546
2019-11-21,2019,11,Quinta-Feira,21,834,519
2019-11-22,2019,11,Sexta-feira,22,656,350
2019-11-25,2019,11,Segunda-feira,25,735,514
2019-11-26,2019,11,Terça-feira,26,823,499
2019-11-27,2019,11,Quarta-feira,27,806,507
2019-11-28,2019,11,Quinta-Feira,28,776,480
2019-11-29,2019,11,Sexta-feira,29,599,256
2019-12-02,2019,12,Segunda-feira,2,645,473
2019-12-03,2019,12,Terça-feira,3,702,408
2019-12-04,2019,12,Quarta-feira,4,664,383
2019-12-05,2019,12,Quinta-Feira,5,629,352
2019-12-06,2019,12,Sexta-feira,6,487,224
2019-12-09,2019,12,Segunda-feira,9,378,255
2019-12-10,2019,12,Terça-feira,10,410,212
2019-12-11,2019,12,Quarta-feira,11,393,177
2019-12-12,2019,12,Quinta-Feira,12,333,140
2019-12-13,2019,12,Sexta-feira,13,238,76
2019-12-16,2019,12,Segunda-feira,16,130,0
2019-12-17,2019,12,Terça-feira,17,134,0
2019-12-18,2019,12,Quarta-feira,18,150,0
2019-12-19,2019,12,Quinta-Feira,19,120,0
2019-12-20,2019,12,Sexta-feira,20,106,0
2019-12-23,2019,12,Segunda-feira,23,0,0
2019-12-24,2019,12,Terça-feira,24,0,0
2019-12-25,2019,12,Quarta-feira,25,0,0
2019-12-26,2019,12,Quinta-Feira,26,0,0
2019-12-27,2019,12,Sexta-feira,27,0,0
2019-12-30,2019,12,Segunda-feira,30,0,0
2019-12-31,2019,12,Terça-feira,31,0,0
2020-01-06,2020,1,Segunda-feira,6,82,0
2020-01-07,2020,1,Terça-feira,7,91,0
2020-01-08,2020,1,Quarta-feira,8,132,0
2020-01-09,2020,1,Quinta-Feira,9,114,0
2020-01-10,2020,1,Sexta-feira,10,80,0
2020-01-13,2020,1,Segunda-feira,13,94,0
2020-01-14,2020,1,Terça-feira,14,118,0
2020-01-15,2020,1,Quarta-feira,15,138,0
2020-01-16,2020,1,Quinta-Feira,16,122,0
2020-01-17,2020,1,Sexta-feira,17,94,0
2020-01-20,2020,1,Segunda-feira,20,115,0
2020-01-21,2020,1,Terça-feira,21,171,0
2020-01-22,2020,1,Quarta-feira,22,160,0
2020-01-23,2020,1,Quinta-Feira,23,147,0
2020-01-24,2020,1,Sexta-feira,24,153,0
2020-01-27,2020,1,Segunda-feira,27,102,0
2020-01-28,2020,1,Terça-feira,28,138,0
2020-01-29,2020,1,Quarta-feira,29,155,0
2020-01-30,2020,1,Quinta-Feira,30,142,0
2020-01-31,2020,1,Sexta-feira,31,131,0
2020-02-03,2020,2,Segunda-feira,3,219,45
2020-02-04,2020,2,Terça-feira,4,261,55
2020-02-05,2020,2,Quarta-feira,5,223,35
2020-02-06,2020,2,Quinta-Feira,6,210,38
2020-02-07,2020,2,Sexta-feira,7,136,0
2020-02-10,2020,2,Segunda-feira,10,129,0
2020-02-11,2020,2,Terça-feira,11,143,0
2020-02-12,2020,2,Quarta-feira,12,173,0
2020-02-13,2020,2,Quinta-Feira,13,149,0
2020-02-14,2020,2,Sexta-feira,14,184,0
2020-02-17,2020,2,Segunda-feira,17,723,503
2020-02-18,2020,2,Terça-feira,18,961,577
2020-02-19,2020,2,Quarta-feira,19,912,413
2020-02-20,2020,2,Quinta-Feira,20,779,379
2020-02-21,2020,2,Sexta-feira,21,487,132
2020-02-24,2020,2,Segunda-feira,24,0,0
2020-02-25,2020,2,Terça-feira,25,0,0
2020-02-26,2020,2,Quarta-feira,26,0,0
2020-02-27,2020,2,Quinta-Feira,27,689,501
2020-02-28,2020,2,Sexta-feira,28,657,289
2020-03-02,2020,3,Segunda-feira,2,847,614
2020-03-03,2020,3,Terça-feira,3,1033,687
2020-03-04,2020,3,Quarta-feira,4,830,608
2020-03-05,2020,3,Quinta-Feira,5,944,691
2020-03-06,2020,3,Sexta-feira,6,823,353
2020-03-09,2020,3,Segunda-feira,9,843,639
2020-03-10,2020,3,Terça-feira,10,1001,626
2020-03-11,2020,3,Quarta-feira,11,1002,611
2020-03-12,2020,3,Quinta-Feira,12,953,549
2020-03-13,2020,3,Sexta-feira,13,795,410
2020-03-16,2020,3,Segunda-feira,16,646,328
2020-03-17,2020,3,Terça-feira,17,104,31
2020-03-18,2020,3,Quarta-feira,18,31,12
2020-03-19,2020,3,Quinta-Feira,19,0,0
2020-03-20,2020,3,Sexta-feira,20,12,9
2020-03-23,2020,3,Segunda-feira,23,9,6
2020-03-24,2020,3,Terça-feira,24,10,9
2020-03-25,2020,3,Quarta-feira,25,0,0
2020-03-26,2020,3,Quinta-Feira,26,11,13
2020-03-27,2020,3,Sexta-feira,27,15,14
2020-03-30,2020,3,Segunda-feira,30,13,12
2020-03-31,2020,3,Terça-feira,31,14,9
